"pathway","N","DE","P.DE","FDR"
"REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION",10,1,0.654430814301776,1
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",182,11,0.931977296532394,1
"REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION",9,0,1,1
"REACTOME_COHESIN_LOADING_ONTO_CHROMATIN",8,0,1,1
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE",11,1,0.646040750838062,1
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",119,10,0.657014721556904,1
"REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES",11,0,1,1
"REACTOME_THE_PHOTOTRANSDUCTION_CASCADE",32,4,0.456777864565941,1
"REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA",11,0,1,1
"REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE",113,7,0.889071623711623,1
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP",100,7,0.741628789386204,1
"REACTOME_CELLULAR_SENESCENCE",184,20,0.29313447141833,1
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF",17,6,0.00736812036928602,0.451719927108996
"REACTOME_ONCOGENE_INDUCED_SENESCENCE",35,5,0.281760218276202,0.994071336227002
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE",71,6,0.483440512505098,1
"REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH",9,0,1,1
"REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY",12,0,1,1
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION",83,8,0.589309275001137,1
"REACTOME_SIGNALING_BY_LEPTIN",11,3,0.162774103340964,0.889031901539084
"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER",54,10,0.138335930915339,0.857561689897496
"REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER",5,2,0.148615673892586,0.872785937692984
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",17,3,0.387708503604795,1
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",12,2,0.49707592205444,1
"REACTOME_INSULIN_PROCESSING",26,2,0.840466362042065,1
"REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT",7,2,0.303467277113931,1
"REACTOME_STIMULI_SENSING_CHANNELS",100,12,0.56478449399418,1
"REACTOME_EPH_EPHRIN_SIGNALING",90,14,0.342365195938006,1
"REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER",15,3,0.339988132547562,1
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION",16,4,0.119344792419105,0.840494772108662
"REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE",5,0,1,1
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",32,4,0.48773993114123,1
"REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION",30,6,0.170546561619869,0.89559959394792
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",77,6,0.709207531760098,1
"REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION",10,0,1,1
"REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION",12,1,0.72103262358419,1
"REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS",22,3,0.456092400889583,1
"REACTOME_PEPTIDE_HORMONE_METABOLISM",86,9,0.423329798589018,1
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN",52,4,0.74895171680984,1
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7",7,0,1,1
"REACTOME_SUMOYLATION",179,20,0.556933863057611,1
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",18,2,0.557023112253442,1
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",72,5,0.81039050931329,1
"REACTOME_LAMININ_INTERACTIONS",28,3,0.816171245661634,1
"REACTOME_SYNDECAN_INTERACTIONS",26,6,0.124901510871394,0.845720141148663
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS",55,10,0.257998690756403,0.970329169043484
"REACTOME_ECM_PROTEOGLYCANS",73,6,0.931290074351787,1
"REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS",6,1,0.563575384195014,1
"REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS",19,4,0.17593940408055,0.89559959394792
"REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS",6,0,1,1
"REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1",5,0,1,1
"REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9",7,0,1,1
"REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED",6,0,1,1
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS",74,3,0.984736716478513,1
"REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION",7,0,1,1
"REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION",5,0,1,1
"REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA",15,1,0.662186076731721,1
"REACTOME_HDACS_DEACETYLATE_HISTONES",82,7,0.453938253711551,1
"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES",64,5,0.832685264247871,1
"REACTOME_HDMS_DEMETHYLATE_HISTONES",41,4,0.465798667193585,1
"REACTOME_HATS_ACETYLATE_HISTONES",127,8,0.830961087348205,1
"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES",73,4,0.827233983654246,1
"REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO",10,0,1,1
"REACTOME_GLYCOGEN_STORAGE_DISEASES",15,0,1,1
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS",20,1,0.931021356989964,1
"REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS",39,2,0.899550710478763,1
"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING",25,3,0.682146912808073,1
"REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN",13,3,0.11168004874794,0.840494772108662
"REACTOME_TRP_CHANNELS",27,2,0.84199645325057,1
"REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM",14,0,1,1
"REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM",22,2,0.69804326667739,1
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES",35,4,0.359542304858837,1
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY",36,1,0.963987290110792,1
"REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER",7,1,0.600497073779309,1
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER",8,1,0.624589109722441,1
"REACTOME_GLYCOGEN_SYNTHESIS",15,0,1,1
"REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM",8,2,0.361656074928183,1
"REACTOME_REGULATION_BY_C_FLIP",11,1,0.711426033037541,1
"REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE",81,2,0.996561488882162,1
"REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR",54,5,0.647202192567318,1
"REACTOME_HSF1_ACTIVATION",29,1,0.958998910449577,1
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",99,5,0.972635089972962,1
"REACTOME_ATTENUATION_PHASE",27,1,0.95846654510135,1
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",37,4,0.661765182969744,1
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",24,7,0.060764865760263,0.760341760597353
"REACTOME_METABOLISM_OF_POLYAMINES",55,2,0.957283144615445,1
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",11,0,1,1
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",29,8,0.0264102343476247,0.642631088723868
"REACTOME_INTEGRIN_SIGNALING",27,6,0.123405144715701,0.845720141148663
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",15,4,0.0894638758443022,0.79558929708388
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM",38,4,0.709593980243101,1
"REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE",17,1,0.944811625444856,1
"REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD",7,2,0.250931843273652,0.961961991873146
"REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE",7,1,0.618521809687648,1
"REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS",7,1,0.673947160348148,1
"REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1",8,1,0.403822228997562,1
"REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2",12,1,0.895122358809784,1
"REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15",8,1,0.441153034454129,1
"REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D",8,1,0.358896675946791,1
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",15,4,0.0879116167286279,0.79558929708388
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",94,5,0.982176575762823,1
"REACTOME_NETRIN_1_SIGNALING",49,7,0.694530202095051,1
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS",22,4,0.406775144604521,1
"REACTOME_SEMAPHORIN_INTERACTIONS",61,8,0.610980431171598,1
"REACTOME_L1CAM_INTERACTIONS",111,20,0.0851509055965172,0.79558929708388
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",62,7,0.852946654717791,1
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",189,20,0.0526937591371231,0.731470476725191
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",40,2,0.864621318334896,1
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",11,0,1,1
"REACTOME_DSCAM_INTERACTIONS",11,2,0.493896926738434,1
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",40,5,0.614211061853521,1
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS",15,1,0.895057731182872,1
"REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS",16,2,0.347332713682884,1
"REACTOME_DISEASES_OF_GLYCOSYLATION",133,17,0.415070501805865,1
"REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA",9,0,1,1
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",23,0,1,1
"REACTOME_TRNA_AMINOACYLATION",41,3,0.767155144561876,1
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION",20,3,0.339853268010851,1
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS",5,0,1,1
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",56,10,0.00098732441380415,0.18647267095381
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",77,8,0.544185752266707,1
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",90,9,0.552739817853789,1
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",28,5,0.171451356760527,0.89559959394792
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",27,0,1,1
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES",11,1,0.689223204820149,1
"REACTOME_PERK_REGULATES_GENE_EXPRESSION",31,0,1,1
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES",49,5,0.483745275098132,1
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",89,6,0.814796829002852,1
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES",10,0,1,1
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",81,12,0.144941378738779,0.866447570515687
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",118,8,0.901426165605604,1
"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION",42,4,0.768650802642987,1
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1",19,3,0.248063905130401,0.961961991873146
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",98,4,0.9812396731141,1
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",50,11,0.0683650009798408,0.77388430980496
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",144,15,0.735781689582514,1
"REACTOME_VASOPRESSIN_LIKE_RECEPTORS",5,1,0.307054074479163,1
"REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",64,16,0.00536112287217712,0.445280597572864
"REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES",16,3,0.500571108526687,1
"REACTOME_CD28_CO_STIMULATION",31,8,0.0435306924706236,0.717551519563081
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",21,4,0.312545901107862,1
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY",11,2,0.394110694539058,1
"REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS",8,0,1,1
"REACTOME_CTLA4_INHIBITORY_SIGNALING",21,4,0.244549737038565,0.960502499418877
"REACTOME_ALPHA_OXIDATION_OF_PHYTANATE",6,0,1,1
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION",30,2,0.670042546355104,1
"REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA",9,0,1,1
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS",43,5,0.600886152969973,1
"REACTOME_PD_1_SIGNALING",21,6,0.07107125530992,0.77388430980496
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING",31,3,0.424490585132296,1
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",25,2,0.549273287475175,1
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",22,3,0.284649716748016,0.998802804217815
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS",10,1,0.562129307709241,1
"REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC",10,1,0.496979334230873,1
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",38,3,0.668637577680779,1
"REACTOME_STRIATED_MUSCLE_CONTRACTION",35,2,0.866588897351612,1
"REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS",5,1,0.4297892954164,1
"REACTOME_DOPAMINE_RECEPTORS",5,0,1,1
"REACTOME_SEROTONIN_RECEPTORS",11,0,1,1
"REACTOME_ADRENOCEPTORS",9,0,1,1
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS",62,9,0.471875790991721,1
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",28,1,0.925853936201392,1
"REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS",16,6,0.00565834857487578,0.445280597572864
"REACTOME_PROTEIN_FOLDING",95,9,0.555289532558561,1
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS",14,2,0.29104560973698,1
"REACTOME_LEUKOTRIENE_RECEPTORS",4,1,0.171228815423646,0.89559959394792
"REACTOME_PROSTANOID_LIGAND_RECEPTORS",9,1,0.581703349719738,1
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",22,1,0.971428909430188,1
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",22,1,0.903762726501674,1
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",25,2,0.795447927698369,1
"REACTOME_RAP1_SIGNALLING",16,4,0.176347575558531,0.89559959394792
"REACTOME_SIGNAL_AMPLIFICATION",33,3,0.683357965823285,1
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR",19,1,0.888221652803817,1
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING",41,8,0.192571703299281,0.920298148718368
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE",29,5,0.464388362859072,1
"REACTOME_EPHRIN_SIGNALING",17,5,0.119215243602783,0.840494772108662
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",50,10,0.165128288814655,0.890726586656093
"REACTOME_MUSCLE_CONTRACTION",189,22,0.666323449349549,1
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",30,3,0.682607562555291,1
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS",28,4,0.551239299238523,1
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION",14,1,0.911975818980554,1
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",13,2,0.617448261505682,1
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING",15,1,0.943235483409997,1
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",10,5,0.00421291867551084,0.445280597572864
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",28,4,0.465769211308088,1
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA",116,14,0.393019191614847,1
"REACTOME_CIRCADIAN_CLOCK",69,11,0.22901262309793,0.946787345933959
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION",10,2,0.265158648888512,0.976845841744023
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",22,3,0.378253356741436,1
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP",12,1,0.741112626965012,1
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING",24,5,0.161370613296607,0.887695043629686
"REACTOME_SIALIC_ACID_METABOLISM",33,3,0.758972334753018,1
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS",35,1,0.956971634955575,1
"REACTOME_CA2_PATHWAY",62,8,0.595646273179572,1
"REACTOME_PCP_CE_PATHWAY",90,8,0.777693337492802,1
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",29,7,0.100748212341039,0.826772841365504
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",71,12,0.248618446480486,0.961961991873146
"REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION",8,2,0.196208629155256,0.929811409846767
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",20,4,0.233380258593126,0.947668513626004
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",18,1,0.937723021813786,1
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",14,2,0.640430478315838,1
"REACTOME_P2Y_RECEPTORS",9,0,1,1
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS",13,2,0.27974714675166,0.994071336227002
"REACTOME_PLATELET_HOMEOSTASIS",84,9,0.801539376497178,1
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS",11,1,0.874393515469051,1
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS",27,4,0.568837287226662,1
"REACTOME_CGMP_EFFECTS",16,1,0.935850848755193,1
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",142,13,0.724633149928075,1
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",25,3,0.517876265061339,1
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",48,6,0.572982182097541,1
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING",14,2,0.757797459118705,1
"REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS",8,2,0.462151890157642,1
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND",9,3,0.145506841770487,0.866447570515687
"REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING",9,0,1,1
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",33,4,0.647705597672473,1
"REACTOME_NCAM1_INTERACTIONS",41,5,0.79185064832833,1
"REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS",14,2,0.348972693356938,1
"REACTOME_OPSINS",7,0,1,1
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",10,0,1,1
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",29,3,0.490064425734325,1
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",33,1,0.974539329623926,1
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",39,2,0.833515038208902,1
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION",7,0,1,1
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",64,8,0.468821701359561,1
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",19,1,0.755359007809104,1
"REACTOME_REGULATION_OF_INSULIN_SECRETION",77,14,0.0941095057355469,0.803232845203945
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",84,12,0.176405873552797,0.89559959394792
"REACTOME_BICARBONATE_TRANSPORTERS",10,1,0.657615947329108,1
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",100,13,0.417587688625894,1
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",39,4,0.436484369237239,1
"REACTOME_METAL_ION_SLC_TRANSPORTERS",25,3,0.404213245379673,1
"REACTOME_SODIUM_CALCIUM_EXCHANGERS",11,0,1,1
"REACTOME_SODIUM_PROTON_EXCHANGERS",7,1,0.599462912849174,1
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG",5,2,0.153617761391673,0.875652148938851
"REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS",7,1,0.67575676784798,1
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS",9,0,1,1
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION",56,1,0.967948860278313,1
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",64,6,0.331177717941352,1
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS",9,0,1,1
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS",5,0,1,1
"REACTOME_SPHINGOLIPID_METABOLISM",83,7,0.79652864864629,1
"REACTOME_ACTIVATION_OF_RAC1",12,2,0.532523007285514,1
"REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO",10,2,0.631735024051208,1
"REACTOME_INACTIVATION_OF_CDC42_AND_RAC1",7,2,0.304661979518639,1
"REACTOME_ORGANIC_ANION_TRANSPORTERS",10,1,0.662436025683716,1
"REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING",8,0,1,1
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",24,2,0.725747376928077,1
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",56,5,0.607502231807998,1
"REACTOME_DEADENYLATION_OF_MRNA",25,5,0.115755745457559,0.840494772108662
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE",16,0,1,1
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",15,0,1,1
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING",11,5,0.0103626457638835,0.489289590818032
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS",42,6,0.343914066090359,1
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS",13,1,0.526134165490953,1
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",16,3,0.320235671381343,1
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",33,5,0.211097705514132,0.945684440980129
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",51,2,0.976143585722662,1
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS",5,0,1,1
"REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT",6,2,0.17832329916615,0.89559959394792
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION",8,2,0.186043581022787,0.904000246929441
"REACTOME_ZINC_TRANSPORTERS",17,1,0.828840459575484,1
"REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY",7,0,1,1
"REACTOME_RECYCLING_PATHWAY_OF_L1",42,7,0.226294345112112,0.945684440980129
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION",18,1,0.960087977281397,1
"REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS",8,2,0.44412438021312,1
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA",14,3,0.236960649375925,0.95081183012944
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY",10,1,0.719368165668546,1
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS",18,3,0.490199031283491,1
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE",11,2,0.346199102869792,1
